dep,predictors,proportion,m_try,ntree,rmse,r2,n_test
k,mean_annual_air_temp_c,0.6,5,500,8.796198049823106e-4,0.99,1000
k,mean_precip,0.6,5,500,8.796198049823106e-4,0.99,1000
k,clay,0.6,6,500,6.643326620326697e-4,0.99,1000
k,nitrogen,0.6,6,500,6.643326620326697e-4,0.99,1000
k,sand,0.6,6,500,6.643326620326697e-4,0.99,1000
k,silt,0.6,6,500,6.643326620326697e-4,0.99,1000
k,mean_annual_air_temp_c,0.6,6,500,6.643326620326697e-4,0.99,1000
k,mean_precip,0.6,6,500,6.643326620326697e-4,0.99,1000
k,clay,0.6,2,1000,0.002629216962867334,0.87,1000
k,nitrogen,0.6,2,1000,0.002629216962867334,0.87,1000
k,sand,0.6,2,1000,0.002629216962867334,0.87,1000
k,silt,0.6,2,1000,0.002629216962867334,0.87,1000
k,mean_annual_air_temp_c,0.6,2,1000,0.002629216962867334,0.87,1000
k,mean_precip,0.6,2,1000,0.002629216962867334,0.87,1000
k,clay,0.6,3,1000,0.001844246068709541,0.94,1000
k,nitrogen,0.6,3,1000,0.001844246068709541,0.94,1000
k,sand,0.6,3,1000,0.001844246068709541,0.94,1000
k,silt,0.6,3,1000,0.001844246068709541,0.94,1000
k,mean_annual_air_temp_c,0.6,3,1000,0.001844246068709541,0.94,1000
k,mean_precip,0.6,3,1000,0.001844246068709541,0.94,1000
k,clay,0.6,4,1000,0.0012483720834194122,0.97,1000
k,nitrogen,0.6,4,1000,0.0012483720834194122,0.97,1000
k,sand,0.6,4,1000,0.0012483720834194122,0.97,1000
k,silt,0.6,4,1000,0.0012483720834194122,0.97,1000
k,mean_annual_air_temp_c,0.6,4,1000,0.0012483720834194122,0.97,1000
k,mean_precip,0.6,4,1000,0.0012483720834194122,0.97,1000
k,clay,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,nitrogen,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,sand,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,silt,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,mean_annual_air_temp_c,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,mean_precip,0.6,5,1000,8.686963934028001e-4,0.99,1000
k,clay,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,nitrogen,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,sand,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,silt,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,mean_annual_air_temp_c,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,mean_precip,0.6,6,1000,6.691354713328331e-4,0.99,1000
k,clay,0.6,2,2000,0.002693710576143585,0.87,1000
k,nitrogen,0.6,2,2000,0.002693710576143585,0.87,1000
k,sand,0.6,2,2000,0.002693710576143585,0.87,1000
k,silt,0.6,2,2000,0.002693710576143585,0.87,1000
k,mean_annual_air_temp_c,0.6,2,2000,0.002693710576143585,0.87,1000
k,mean_precip,0.6,2,2000,0.002693710576143585,0.87,1000
k,clay,0.6,3,2000,0.0018884099643750995,0.94,1000
k,nitrogen,0.6,3,2000,0.0018884099643750995,0.94,1000
k,sand,0.6,3,2000,0.0018884099643750995,0.94,1000
k,silt,0.6,3,2000,0.0018884099643750995,0.94,1000
k,mean_annual_air_temp_c,0.6,3,2000,0.0018884099643750995,0.94,1000
k,mean_precip,0.6,3,2000,0.0018884099643750995,0.94,1000
k,clay,0.6,4,2000,0.0012796440609224558,0.97,1000
k,nitrogen,0.6,4,2000,0.0012796440609224558,0.97,1000
k,sand,0.6,4,2000,0.0012796440609224558,0.97,1000
k,silt,0.6,4,2000,0.0012796440609224558,0.97,1000
k,mean_annual_air_temp_c,0.6,4,2000,0.0012796440609224558,0.97,1000
k,mean_precip,0.6,4,2000,0.0012796440609224558,0.97,1000
k,clay,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,nitrogen,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,sand,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,silt,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,mean_annual_air_temp_c,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,mean_precip,0.6,5,2000,8.566762281724209e-4,0.99,1000
k,clay,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,nitrogen,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,sand,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,silt,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,mean_annual_air_temp_c,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,mean_precip,0.6,6,2000,6.664064787650352e-4,0.99,1000
k,clay,0.7,2,100,0.002862573001367707,0.88,1000
k,nitrogen,0.7,2,100,0.002862573001367707,0.88,1000
k,sand,0.7,2,100,0.002862573001367707,0.88,1000
k,silt,0.7,2,100,0.002862573001367707,0.88,1000
k,mean_annual_air_temp_c,0.7,2,100,0.002862573001367707,0.88,1000
k,mean_precip,0.7,2,100,0.002862573001367707,0.88,1000
k,clay,0.7,3,100,0.001977643389828373,0.94,1000
k,nitrogen,0.7,3,100,0.001977643389828373,0.94,1000
k,sand,0.7,3,100,0.001977643389828373,0.94,1000
k,silt,0.7,3,100,0.001977643389828373,0.94,1000
k,mean_annual_air_temp_c,0.7,3,100,0.001977643389828373,0.94,1000
k,mean_precip,0.7,3,100,0.001977643389828373,0.94,1000
k,clay,0.7,4,100,0.0014599517764395178,0.97,1000
k,nitrogen,0.7,4,100,0.0014599517764395178,0.97,1000
k,sand,0.7,4,100,0.0014599517764395178,0.97,1000
k,silt,0.7,4,100,0.0014599517764395178,0.97,1000
k,mean_annual_air_temp_c,0.7,4,100,0.0014599517764395178,0.97,1000
k,mean_precip,0.7,4,100,0.0014599517764395178,0.97,1000
k,clay,0.7,5,100,0.001073996666555881,0.98,1000
k,nitrogen,0.7,5,100,0.001073996666555881,0.98,1000
k,sand,0.7,5,100,0.001073996666555881,0.98,1000
k,silt,0.7,5,100,0.001073996666555881,0.98,1000
k,mean_annual_air_temp_c,0.7,5,100,0.001073996666555881,0.98,1000
k,mean_precip,0.7,5,100,0.001073996666555881,0.98,1000
k,clay,0.7,6,100,8.20063446491187e-4,0.99,1000
k,nitrogen,0.7,6,100,8.20063446491187e-4,0.99,1000
k,sand,0.7,6,100,8.20063446491187e-4,0.99,1000
k,silt,0.7,6,100,8.20063446491187e-4,0.99,1000
k,mean_annual_air_temp_c,0.7,6,100,8.20063446491187e-4,0.99,1000
k,mean_precip,0.7,6,100,8.20063446491187e-4,0.99,1000
k,clay,0.7,2,500,0.0030191660342347984,0.86,1000
k,nitrogen,0.7,2,500,0.0030191660342347984,0.86,1000
k,sand,0.7,2,500,0.0030191660342347984,0.86,1000
k,silt,0.7,2,500,0.0030191660342347984,0.86,1000
k,mean_annual_air_temp_c,0.7,2,500,0.0030191660342347984,0.86,1000
k,mean_precip,0.7,2,500,0.0030191660342347984,0.86,1000
k,clay,0.7,3,500,0.002111135740958262,0.93,1000
k,nitrogen,0.7,3,500,0.002111135740958262,0.93,1000
k,sand,0.7,3,500,0.002111135740958262,0.93,1000
k,silt,0.7,3,500,0.002111135740958262,0.93,1000
k,mean_annual_air_temp_c,0.7,3,500,0.002111135740958262,0.93,1000
k,mean_precip,0.7,3,500,0.002111135740958262,0.93,1000
k,clay,0.7,4,500,0.0015057551317780703,0.97,1000
k,nitrogen,0.7,4,500,0.0015057551317780703,0.97,1000
k,sand,0.7,4,500,0.0015057551317780703,0.97,1000
k,silt,0.7,4,500,0.0015057551317780703,0.97,1000
k,mean_annual_air_temp_c,0.7,4,500,0.0015057551317780703,0.97,1000
k,mean_precip,0.7,4,500,0.0015057551317780703,0.97,1000
k,clay,0.7,5,500,0.0010341871186543604,0.98,1000
k,nitrogen,0.7,5,500,0.0010341871186543604,0.98,1000
k,sand,0.7,5,500,0.0010341871186543604,0.98,1000
k,silt,0.7,5,500,0.0010341871186543604,0.98,1000
k,mean_annual_air_temp_c,0.7,5,500,0.0010341871186543604,0.98,1000
k,mean_precip,0.7,5,500,0.0010341871186543604,0.98,1000
k,clay,0.7,6,500,7.963254925449479e-4,0.99,1000
k,nitrogen,0.7,6,500,7.963254925449479e-4,0.99,1000
k,sand,0.7,6,500,7.963254925449479e-4,0.99,1000
k,silt,0.7,6,500,7.963254925449479e-4,0.99,1000
k,mean_annual_air_temp_c,0.7,6,500,7.963254925449479e-4,0.99,1000
k,mean_precip,0.7,6,500,7.963254925449479e-4,0.99,1000
k,clay,0.7,2,1000,0.0030429966561599177,0.86,1000
k,nitrogen,0.7,2,1000,0.0030429966561599177,0.86,1000
k,sand,0.7,2,1000,0.0030429966561599177,0.86,1000
k,silt,0.7,2,1000,0.0030429966561599177,0.86,1000
k,mean_annual_air_temp_c,0.7,2,1000,0.0030429966561599177,0.86,1000
k,mean_precip,0.7,2,1000,0.0030429966561599177,0.86,1000
k,clay,0.7,3,1000,0.002040157709870795,0.94,1000
k,nitrogen,0.7,3,1000,0.002040157709870795,0.94,1000
k,sand,0.7,3,1000,0.002040157709870795,0.94,1000
k,silt,0.7,3,1000,0.002040157709870795,0.94,1000
k,mean_annual_air_temp_c,0.7,3,1000,0.002040157709870795,0.94,1000
k,mean_precip,0.7,3,1000,0.002040157709870795,0.94,1000
k,clay,0.7,4,1000,0.0014446145433102432,0.97,1000
k,nitrogen,0.7,4,1000,0.0014446145433102432,0.97,1000
k,sand,0.7,4,1000,0.0014446145433102432,0.97,1000
k,silt,0.7,4,1000,0.0014446145433102432,0.97,1000
k,mean_annual_air_temp_c,0.7,4,1000,0.0014446145433102432,0.97,1000
k,mean_precip,0.7,4,1000,0.0014446145433102432,0.97,1000
k,clay,0.7,5,1000,0.0010090623419742332,0.98,1000
k,nitrogen,0.7,5,1000,0.0010090623419742332,0.98,1000
k,sand,0.7,5,1000,0.0010090623419742332,0.98,1000
k,silt,0.7,5,1000,0.0010090623419742332,0.98,1000
k,mean_annual_air_temp_c,0.7,5,1000,0.0010090623419742332,0.98,1000
k,mean_precip,0.7,5,1000,0.0010090623419742332,0.98,1000
k,clay,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,nitrogen,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,sand,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,silt,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,mean_annual_air_temp_c,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,mean_precip,0.7,6,1000,7.850150527142723e-4,0.99,1000
k,clay,0.7,2,2000,0.0030365254417277607,0.86,1000
k,nitrogen,0.7,2,2000,0.0030365254417277607,0.86,1000
k,sand,0.7,2,2000,0.0030365254417277607,0.86,1000
k,silt,0.7,2,2000,0.0030365254417277607,0.86,1000
k,mean_annual_air_temp_c,0.7,2,2000,0.0030365254417277607,0.86,1000
k,mean_precip,0.7,2,2000,0.0030365254417277607,0.86,1000
k,clay,0.7,3,2000,0.0019931808325719413,0.94,1000
k,nitrogen,0.7,3,2000,0.0019931808325719413,0.94,1000
k,sand,0.7,3,2000,0.0019931808325719413,0.94,1000
k,silt,0.7,3,2000,0.0019931808325719413,0.94,1000
k,mean_annual_air_temp_c,0.7,3,2000,0.0019931808325719413,0.94,1000
k,mean_precip,0.7,3,2000,0.0019931808325719413,0.94,1000
k,clay,0.7,4,2000,0.0013735551656405202,0.97,1000
k,nitrogen,0.7,4,2000,0.0013735551656405202,0.97,1000
k,sand,0.7,4,2000,0.0013735551656405202,0.97,1000
k,silt,0.7,4,2000,0.0013735551656405202,0.97,1000
k,mean_annual_air_temp_c,0.7,4,2000,0.0013735551656405202,0.97,1000
k,mean_precip,0.7,4,2000,0.0013735551656405202,0.97,1000
k,clay,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,nitrogen,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,sand,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,silt,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,mean_annual_air_temp_c,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,mean_precip,0.7,5,2000,9.643782326073831e-4,0.99,1000
k,clay,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,nitrogen,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,sand,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,silt,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,mean_annual_air_temp_c,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,mean_precip,0.7,6,2000,7.737463789517392e-4,0.99,1000
k,clay,0.8,2,100,0.0029456766500986853,0.87,1000
k,nitrogen,0.8,2,100,0.0029456766500986853,0.87,1000
k,sand,0.8,2,100,0.0029456766500986853,0.87,1000
k,silt,0.8,2,100,0.0029456766500986853,0.87,1000
k,mean_annual_air_temp_c,0.8,2,100,0.0029456766500986853,0.87,1000
k,mean_precip,0.8,2,100,0.0029456766500986853,0.87,1000
k,clay,0.8,3,100,0.0020860327992072523,0.94,1000
k,nitrogen,0.8,3,100,0.0020860327992072523,0.94,1000
k,sand,0.8,3,100,0.0020860327992072523,0.94,1000
k,silt,0.8,3,100,0.0020860327992072523,0.94,1000
k,mean_annual_air_temp_c,0.8,3,100,0.0020860327992072523,0.94,1000
k,mean_precip,0.8,3,100,0.0020860327992072523,0.94,1000
k,clay,0.8,4,100,0.0015491635972754876,0.97,1000
k,nitrogen,0.8,4,100,0.0015491635972754876,0.97,1000
k,sand,0.8,4,100,0.0015491635972754876,0.97,1000
k,silt,0.8,4,100,0.0015491635972754876,0.97,1000
k,mean_annual_air_temp_c,0.8,4,100,0.0015491635972754876,0.97,1000
k,mean_precip,0.8,4,100,0.0015491635972754876,0.97,1000
k,clay,0.8,5,100,0.001165618043168814,0.98,1000
k,nitrogen,0.8,5,100,0.001165618043168814,0.98,1000
k,sand,0.8,5,100,0.001165618043168814,0.98,1000
k,silt,0.8,5,100,0.001165618043168814,0.98,1000
k,mean_annual_air_temp_c,0.8,5,100,0.001165618043168814,0.98,1000
k,mean_precip,0.8,5,100,0.001165618043168814,0.98,1000
k,clay,0.8,6,100,9.878524111078266e-4,0.99,1000
k,nitrogen,0.8,6,100,9.878524111078266e-4,0.99,1000
k,sand,0.8,6,100,9.878524111078266e-4,0.99,1000
k,silt,0.8,6,100,9.878524111078266e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,100,9.878524111078266e-4,0.99,1000
k,mean_precip,0.8,6,100,9.878524111078266e-4,0.99,1000
k,clay,0.8,2,500,0.002956958902259636,0.87,1000
k,nitrogen,0.8,2,500,0.002956958902259636,0.87,1000
k,sand,0.8,2,500,0.002956958902259636,0.87,1000
k,silt,0.8,2,500,0.002956958902259636,0.87,1000
k,mean_annual_air_temp_c,0.8,2,500,0.002956958902259636,0.87,1000
k,mean_precip,0.8,2,500,0.002956958902259636,0.87,1000
k,clay,0.8,3,500,0.001962249480212804,0.94,1000
k,nitrogen,0.8,3,500,0.001962249480212804,0.94,1000
k,sand,0.8,3,500,0.001962249480212804,0.94,1000
k,silt,0.8,3,500,0.001962249480212804,0.94,1000
k,mean_annual_air_temp_c,0.8,3,500,0.001962249480212804,0.94,1000
k,mean_precip,0.8,3,500,0.001962249480212804,0.94,1000
k,clay,0.8,4,500,0.0014602091367815666,0.97,1000
k,nitrogen,0.8,4,500,0.0014602091367815666,0.97,1000
k,sand,0.8,4,500,0.0014602091367815666,0.97,1000
k,silt,0.8,4,500,0.0014602091367815666,0.97,1000
k,mean_annual_air_temp_c,0.8,4,500,0.0014602091367815666,0.97,1000
k,mean_precip,0.8,4,500,0.0014602091367815666,0.97,1000
k,clay,0.8,5,500,0.0011472637651147612,0.98,1000
k,nitrogen,0.8,5,500,0.0011472637651147612,0.98,1000
k,sand,0.8,5,500,0.0011472637651147612,0.98,1000
k,silt,0.8,5,500,0.0011472637651147612,0.98,1000
k,mean_annual_air_temp_c,0.8,5,500,0.0011472637651147612,0.98,1000
k,mean_precip,0.8,5,500,0.0011472637651147612,0.98,1000
k,clay,0.8,6,500,9.010762356016921e-4,0.99,1000
k,nitrogen,0.8,6,500,9.010762356016921e-4,0.99,1000
k,sand,0.8,6,500,9.010762356016921e-4,0.99,1000
k,silt,0.8,6,500,9.010762356016921e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,500,9.010762356016921e-4,0.99,1000
k,mean_precip,0.8,6,500,9.010762356016921e-4,0.99,1000
k,clay,0.8,2,1000,0.0029410285281752913,0.87,1000
k,nitrogen,0.8,2,1000,0.0029410285281752913,0.87,1000
k,sand,0.8,2,1000,0.0029410285281752913,0.87,1000
k,silt,0.8,2,1000,0.0029410285281752913,0.87,1000
k,mean_annual_air_temp_c,0.8,2,1000,0.0029410285281752913,0.87,1000
k,mean_precip,0.8,2,1000,0.0029410285281752913,0.87,1000
k,clay,0.8,3,1000,0.0019493582392130656,0.94,1000
k,nitrogen,0.8,3,1000,0.0019493582392130656,0.94,1000
k,sand,0.8,3,1000,0.0019493582392130656,0.94,1000
k,silt,0.8,3,1000,0.0019493582392130656,0.94,1000
k,mean_annual_air_temp_c,0.8,3,1000,0.0019493582392130656,0.94,1000
k,mean_precip,0.8,3,1000,0.0019493582392130656,0.94,1000
k,clay,0.8,4,1000,0.0014258953728698404,0.97,1000
k,nitrogen,0.8,4,1000,0.0014258953728698404,0.97,1000
k,sand,0.8,4,1000,0.0014258953728698404,0.97,1000
k,silt,0.8,4,1000,0.0014258953728698404,0.97,1000
k,mean_annual_air_temp_c,0.8,4,1000,0.0014258953728698404,0.97,1000
k,mean_precip,0.8,4,1000,0.0014258953728698404,0.97,1000
k,clay,0.8,5,1000,0.0011354102166485787,0.98,1000
k,nitrogen,0.8,5,1000,0.0011354102166485787,0.98,1000
k,sand,0.8,5,1000,0.0011354102166485787,0.98,1000
k,silt,0.8,5,1000,0.0011354102166485787,0.98,1000
k,mean_annual_air_temp_c,0.8,5,1000,0.0011354102166485787,0.98,1000
k,mean_precip,0.8,5,1000,0.0011354102166485787,0.98,1000
k,clay,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,nitrogen,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,sand,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,silt,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,mean_precip,0.8,6,1000,8.84909407073262e-4,0.99,1000
k,clay,0.8,2,2000,0.0029427311929326218,0.87,1000
k,nitrogen,0.8,2,2000,0.0029427311929326218,0.87,1000
k,sand,0.8,2,2000,0.0029427311929326218,0.87,1000
k,silt,0.8,2,2000,0.0029427311929326218,0.87,1000
k,mean_annual_air_temp_c,0.8,2,2000,0.0029427311929326218,0.87,1000
k,mean_precip,0.8,2,2000,0.0029427311929326218,0.87,1000
k,clay,0.8,3,2000,0.0019229094566965328,0.95,1000
k,nitrogen,0.8,3,2000,0.0019229094566965328,0.95,1000
k,sand,0.8,3,2000,0.0019229094566965328,0.95,1000
k,silt,0.8,3,2000,0.0019229094566965328,0.95,1000
k,mean_annual_air_temp_c,0.8,3,2000,0.0019229094566965328,0.95,1000
k,mean_precip,0.8,3,2000,0.0019229094566965328,0.95,1000
k,clay,0.8,4,2000,0.0014205603549249425,0.97,1000
k,nitrogen,0.8,4,2000,0.0014205603549249425,0.97,1000
k,sand,0.8,4,2000,0.0014205603549249425,0.97,1000
k,silt,0.8,4,2000,0.0014205603549249425,0.97,1000
k,mean_annual_air_temp_c,0.8,4,2000,0.0014205603549249425,0.97,1000
k,mean_precip,0.8,4,2000,0.0014205603549249425,0.97,1000
k,clay,0.8,5,2000,0.0011330016564183888,0.98,1000
k,nitrogen,0.8,5,2000,0.0011330016564183888,0.98,1000
k,sand,0.8,5,2000,0.0011330016564183888,0.98,1000
k,silt,0.8,5,2000,0.0011330016564183888,0.98,1000
k,mean_annual_air_temp_c,0.8,5,2000,0.0011330016564183888,0.98,1000
k,mean_precip,0.8,5,2000,0.0011330016564183888,0.98,1000
k,clay,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,nitrogen,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,sand,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,silt,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,mean_precip,0.8,6,2000,8.92029385555701e-4,0.99,1000
k,clay,0.9,2,100,0.00245822769214926,0.9,1000
k,nitrogen,0.9,2,100,0.00245822769214926,0.9,1000
k,sand,0.9,2,100,0.00245822769214926,0.9,1000
k,silt,0.9,2,100,0.00245822769214926,0.9,1000
k,mean_annual_air_temp_c,0.9,2,100,0.00245822769214926,0.9,1000
k,mean_precip,0.9,2,100,0.00245822769214926,0.9,1000
k,clay,0.9,3,100,0.0017771339241219202,0.95,1000
k,nitrogen,0.9,3,100,0.0017771339241219202,0.95,1000
k,sand,0.9,3,100,0.0017771339241219202,0.95,1000
k,silt,0.9,3,100,0.0017771339241219202,0.95,1000
k,mean_annual_air_temp_c,0.9,3,100,0.0017771339241219202,0.95,1000
k,mean_precip,0.9,3,100,0.0017771339241219202,0.95,1000
k,clay,0.9,4,100,0.001205965436115349,0.98,1000
k,nitrogen,0.9,4,100,0.001205965436115349,0.98,1000
k,sand,0.9,4,100,0.001205965436115349,0.98,1000
k,silt,0.9,4,100,0.001205965436115349,0.98,1000
k,mean_annual_air_temp_c,0.9,4,100,0.001205965436115349,0.98,1000
k,mean_precip,0.9,4,100,0.001205965436115349,0.98,1000
k,clay,0.9,5,100,0.0010052433513632816,0.98,1000
k,nitrogen,0.9,5,100,0.0010052433513632816,0.98,1000
k,sand,0.9,5,100,0.0010052433513632816,0.98,1000
k,silt,0.9,5,100,0.0010052433513632816,0.98,1000
k,mean_annual_air_temp_c,0.9,5,100,0.0010052433513632816,0.98,1000
k,mean_precip,0.9,5,100,0.0010052433513632816,0.98,1000
k,clay,0.9,6,100,7.959831764342814e-4,0.99,1000
k,nitrogen,0.9,6,100,7.959831764342814e-4,0.99,1000
k,sand,0.9,6,100,7.959831764342814e-4,0.99,1000
k,silt,0.9,6,100,7.959831764342814e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,100,7.959831764342814e-4,0.99,1000
k,mean_precip,0.9,6,100,7.959831764342814e-4,0.99,1000
k,clay,0.9,2,500,0.002484143206502664,0.9,1000
k,nitrogen,0.9,2,500,0.002484143206502664,0.9,1000
k,sand,0.9,2,500,0.002484143206502664,0.9,1000
k,silt,0.9,2,500,0.002484143206502664,0.9,1000
k,mean_annual_air_temp_c,0.9,2,500,0.002484143206502664,0.9,1000
k,mean_precip,0.9,2,500,0.002484143206502664,0.9,1000
k,clay,0.9,3,500,0.0017774815676790384,0.95,1000
k,nitrogen,0.9,3,500,0.0017774815676790384,0.95,1000
k,sand,0.9,3,500,0.0017774815676790384,0.95,1000
k,silt,0.9,3,500,0.0017774815676790384,0.95,1000
k,mean_annual_air_temp_c,0.9,3,500,0.0017774815676790384,0.95,1000
k,mean_precip,0.9,3,500,0.0017774815676790384,0.95,1000
k,clay,0.9,4,500,0.0012084920715666207,0.98,1000
k,nitrogen,0.9,4,500,0.0012084920715666207,0.98,1000
k,sand,0.9,4,500,0.0012084920715666207,0.98,1000
k,silt,0.9,4,500,0.0012084920715666207,0.98,1000
k,mean_annual_air_temp_c,0.9,4,500,0.0012084920715666207,0.98,1000
k,mean_precip,0.9,4,500,0.0012084920715666207,0.98,1000
k,clay,0.9,5,500,9.878875499471959e-4,0.98,1000
k,nitrogen,0.9,5,500,9.878875499471959e-4,0.98,1000
k,sand,0.9,5,500,9.878875499471959e-4,0.98,1000
k,silt,0.9,5,500,9.878875499471959e-4,0.98,1000
k,mean_annual_air_temp_c,0.9,5,500,9.878875499471959e-4,0.98,1000
k,mean_precip,0.9,5,500,9.878875499471959e-4,0.98,1000
k,clay,0.9,6,500,7.466479571794351e-4,0.99,1000
k,nitrogen,0.9,6,500,7.466479571794351e-4,0.99,1000
k,sand,0.9,6,500,7.466479571794351e-4,0.99,1000
k,silt,0.9,6,500,7.466479571794351e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,500,7.466479571794351e-4,0.99,1000
k,mean_precip,0.9,6,500,7.466479571794351e-4,0.99,1000
