dep,predictors,proportion,m_try,ntree,rmse,r2,nse,n_test
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,500,0.005325004298480328,0.36,0.3552474754108591,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,500,0.00528905687005122,0.36,0.36392313573389834,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,500,0.005271717627603365,0.37,0.3680868317456151,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,500,0.005329602411260671,0.35,0.35413351394352055,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,500,0.005364997319047875,0.35,0.3455263822897807,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,1000,0.005327475015963557,0.35,0.35464902673017673,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,1000,0.005299938500698536,0.36,0.3613031322725935,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,1000,0.005303869313869304,0.36,0.36035537445278665,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,1000,0.005321989639467831,0.36,0.35597729972706926,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,1000,0.005374804797939211,0.34,0.3431313752874474,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,2000,0.00532391431505623,0.36,0.35551139919366237,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,2000,0.005306719621016755,0.36,0.3596676978035751,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,2000,0.0053020258778533795,0.36,0.3607999325503368,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,2000,0.005322939946371655,0.36,0.3557472827967316,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,2000,0.005358686892361179,0.35,0.34706508907188216,493
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,100,0.005238480691711062,0.4,0.4007139633189424,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,100,0.005216292518819819,0.41,0.40577989841518136,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,100,0.005120173037568866,0.43,0.42747726086608395,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,100,0.005133935905161704,0.42,0.424395277271024,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,100,0.005199187073791255,0.41,0.4096706823475782,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,500,0.005200622792000558,0.41,0.409344606920494,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,500,0.00517006401499195,0.42,0.4162655766856488,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,500,0.005124366560109679,0.43,0.42653906202751646,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,500,0.005125279351287487,0.43,0.4263347453771307,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,500,0.005160903147207024,0.42,0.4183323890933356,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,1000,0.005177931619369211,0.41,0.4144876157531848,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,1000,0.005154805299391066,0.42,0.41970611188704576,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,1000,0.005132577601347141,0.42,0.4246998165863153,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,1000,0.005129873149607924,0.43,0.4253059298469063,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,1000,0.005149854567835023,0.42,0.42082021786176405,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,2000,0.005173410877455289,0.42,0.41550956624347846,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,2000,0.0051551048027321245,0.42,0.4196386777174761,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,2000,0.005128934842260986,0.43,0.42551614570849183,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,2000,0.0051255688007344055,0.43,0.42626994821466224,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,2000,0.005150947747730917,0.42,0.42057430222046677,329
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,100,0.004689927527148952,0.36,0.35650315374007324,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,100,0.004692536375926,0.36,0.3557870433623619,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,100,0.004646334234659393,0.37,0.3684102770290203,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,100,0.004665634464612098,0.36,0.3631523064656118,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,100,0.004682946487726125,0.36,0.3584174406495224,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,500,0.004696441390110675,0.35,0.3547144006515889,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,500,0.004708708721542843,0.35,0.3513389637811065,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,500,0.004689966461991681,0.36,0.35649246933083256,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,500,0.004689366957494667,0.36,0.35665697413260755,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,500,0.004716908928379886,0.35,0.34907771271310895,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,1000,0.004659493847103493,0.36,0.3648275618495125,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,1000,0.004683569237458463,0.36,0.35824679085268263,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,1000,0.004679421974690412,0.36,0.35938282223337126,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,1000,0.00467642752107779,0.36,0.3602024468170527,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,1000,0.004692523007749596,0.36,0.35579071384650507,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,2000,0.004660422182499573,0.36,0.36457443916445875,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,2000,0.004673993144467346,0.36,0.36086838371056995,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,2000,0.004671498983039273,0.36,0.36155031543366856,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,2000,0.004674950470874358,0.36,0.3606065432605763,165
k,"clay,nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,2000,0.004692407982212585,0.36,0.3558222958380135,165
