dep,predictors,proportion,m_try,ntree,rmse,r2,nse,n_test
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,5,100,0.005669165300196075,0.1,0.10355195833422759,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,6,100,0.005782859556319533,0.07,0.06723514875720904,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,2,500,0.005405086541888591,0.19,0.18512276315668497,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,3,500,0.005462673823953861,0.17,0.16766641007054006,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,4,500,0.0055632813363597515,0.14,0.13672546924452866,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,5,500,0.005632933459866326,0.11,0.11497380627431908,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,6,500,0.0057360203182004015,0.08,0.08228412490548442,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,2,1000,0.005402848026039456,0.19,0.1857975859803438,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,3,1000,0.005472672660939683,0.16,0.16461662721631987,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,4,1000,0.005558505711042996,0.14,0.13820693529452943,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,5,1000,0.00564078502179828,0.11,0.11250486858843889,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,6,1000,0.005745465092644144,0.08,0.07925946498615122,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,2,2000,0.00540189123155811,0.19,0.1860859359001149,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,3,2000,0.005481543722473076,0.16,0.1619061623043243,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,4,2000,0.005553054098031223,0.14,0.13989654707939325,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,5,2000,0.005628739565077776,0.12,0.11629117493392371,205
k,"clay,nitrogen,sand,mean_annual_air_temp_c,mean_precip",0.9,6,2000,0.005754922867263565,0.08,0.07622565529608916,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,2,100,0.005052056418600388,0.25,0.2511417100877521,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,3,100,0.005084792446280991,0.24,0.2414054490594869,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,4,100,0.005154637318353004,0.22,0.22042216037129847,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,5,100,0.005211694798902481,0.2,0.20306810544650555,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,6,100,0.005283960075826689,0.18,0.18081439305836788,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,2,500,0.005003828339007647,0.27,0.26537100939466884,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,3,500,0.005059394099797223,0.25,0.24896482473170278,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,4,500,0.00512322591153336,0.23,0.2298944175234997,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,5,500,0.005174574398377941,0.21,0.21438000360060783,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,6,500,0.005245629918851626,0.19,0.19265612747751693,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,2,1000,0.005008691321819642,0.26,0.2639424135764149,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,3,1000,0.005051418336410052,0.25,0.25133086195890053,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,4,1000,0.005121340111956919,0.23,0.23046124691009173,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,5,1000,0.005176117881829711,0.21,0.21391126077552514,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,6,1000,0.005242722340474591,0.19,0.19355087798537718,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,2,2000,0.005002285944007975,0.27,0.26582382806539084,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,3,2000,0.005045103750039463,0.25,0.2532014578050077,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,4,2000,0.005114388077042407,0.23,0.2325490712065721,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,5,2000,0.0051690501137447884,0.22,0.2160565363903496,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.6,6,2000,0.005242966571779549,0.19,0.19347573965214604,818
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,2,100,0.005070509147656307,0.27,0.2703880768620519,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,3,100,0.0050771708844400566,0.27,0.2684696598571984,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,4,100,0.005122988821843769,0.26,0.255206979965241,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,5,100,0.005175391613171762,0.24,0.23989215161271615,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,6,100,0.00526693242643169,0.21,0.21276521743069599,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,2,500,0.00502482841353618,0.28,0.28347515517590116,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,3,500,0.005050926306976998,0.28,0.2760128703475271,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,4,500,0.005078879719686451,0.27,0.26797715124320176,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,5,500,0.005165686396144573,0.24,0.24274028186737517,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,6,500,0.005215678156004548,0.23,0.22801235398581543,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,2,1000,0.005029113818775015,0.28,0.28225246319708885,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,3,1000,0.005043176657731397,0.28,0.2782327966572202,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,4,1000,0.005084502259169465,0.27,0.266355492217459,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,5,1000,0.005156508792206744,0.25,0.2454286587991814,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,6,1000,0.005221712175727262,0.23,0.22622509523544154,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,2,2000,0.005030361426255305,0.28,0.28189630571067814,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,3,2000,0.005046599781908887,0.28,0.277252645676172,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,4,2000,0.00508503285726487,0.27,0.26620236387960694,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,5,2000,0.0051512861903386395,0.25,0.2469563707401342,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.7,6,2000,0.005222486478305701,0.23,0.22599559950483938,614
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,2,100,0.005261668576742029,0.25,0.2533987828421659,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,3,100,0.00528331611444908,0.25,0.24724281739296072,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,4,100,0.005328069834593388,0.23,0.23443594837771797,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,5,100,0.005368461915820849,0.22,0.22278447275331392,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,6,100,0.005413944008069688,0.21,0.2095594073759952,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,2,500,0.005242171100577218,0.26,0.25892169578792945,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,3,500,0.005264767053994835,0.25,0.2525192109012916,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,4,500,0.005286029469620036,0.25,0.24646943112082598,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,5,500,0.005326570745452551,0.23,0.23486668121065146,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,6,500,0.005390791500202664,0.22,0.216305524793024,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,2,1000,0.005259091299686838,0.25,0.2541300059900038,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,3,1000,0.005268095221610607,0.25,0.2515738594152036,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,4,1000,0.005294086178956385,0.24,0.24417069126386104,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,5,1000,0.005332983897343419,0.23,0.2330231423297301,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,6,1000,0.005387858813093423,0.22,0.21715798051067225,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,2,2000,0.005251119857511715,0.26,0.2563893900305292,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,3,2000,0.005270550664000873,0.25,0.25087601874553767,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,4,2000,0.005290878601175668,0.25,0.24508629662933568,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,5,2000,0.005332056079712192,0.23,0.2332899920943733,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.8,6,2000,0.005386453206934964,0.22,0.2175663891448686,409
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,2,100,0.005432050345312182,0.18,0.17697229427241434,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,3,100,0.005446043348365075,0.17,0.1727265815385226,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,4,100,0.005585726108998138,0.13,0.12974574446243792,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,5,100,0.005650543233024971,0.11,0.10943158858542745,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,6,100,0.0057752700811532194,0.07,0.0696818795507339,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,2,500,0.0054158832481117246,0.18,0.1818640633760873,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,3,500,0.005465979732402147,0.17,0.16665867966245784,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,4,500,0.005556660442058799,0.14,0.13877902287995947,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,5,500,0.005655447287334338,0.11,0.10788508557257703,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,6,500,0.0057329587755466345,0.08,0.08326350654468884,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,2,1000,0.005423035542772473,0.18,0.17970175195102844,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,3,1000,0.005474524680756064,0.16,0.164051123506062,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,4,1000,0.005555046662367671,0.14,0.1392791862853886,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,5,1000,0.005646954608130895,0.11,0.11056241830785851,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,6,1000,0.005740575546232701,0.08,0.08082594841013602,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,2,2000,0.005418504313640835,0.18,0.1810719832291272,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,3,2000,0.005475583101713548,0.16,0.16372785476870078,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,4,2000,0.005543723072083042,0.14,0.14278465318544142,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,5,2000,0.005637788117457816,0.11,0.11344765632182618,205
k,"clay,nitrogen,silt,mean_annual_air_temp_c,mean_precip",0.9,6,2000,0.005738819079110617,0.08,0.08138834916270665,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,100,0.005128938341694424,0.23,0.22817611464693888,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,100,0.005221370323913281,0.2,0.2001063464507048,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,100,0.00525073909917835,0.19,0.1910826751833805,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,100,0.00534172020679873,0.16,0.16280711081702548,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,100,0.0054134979522081775,0.14,0.14015689758699634,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,500,0.005107454289598983,0.23,0.23462859053594265,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,500,0.005168975321657926,0.22,0.21607922231606114,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,500,0.005212184848447098,0.2,0.20291822925923342,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,500,0.005306743346042872,0.17,0.17373486796406035,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,500,0.005384093483844014,0.15,0.14947233988837416,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,1000,0.005108976239730641,0.23,0.23417238256738215,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,1000,0.00516218767041667,0.22,0.21813668511283768,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,1000,0.005221295473964667,0.2,0.20012927972913896,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,1000,0.005302850681897156,0.17,0.17494660661020256,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,1000,0.005381663193556693,0.15,0.15023999468722915,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,2000,0.005101929865134201,0.24,0.23628340703965545,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,2000,0.005157851797449131,0.22,0.21944955342457584,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,2000,0.005222742948946083,0.2,0.19968572952346908,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,2000,0.005305229606348282,0.17,0.17420618223718343,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,2000,0.005373065935655615,0.15,0.15295282537537958,818
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,100,0.005074475831994422,0.27,0.2692460723200307,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,100,0.00514144484827476,0.25,0.24983094632701952,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,100,0.005243955498237367,0.22,0.21961883952171202,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,100,0.005283728890916346,0.21,0.20773616296060948,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,100,0.005398626767780232,0.17,0.17290501257531565,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,500,0.00507036187628142,0.27,0.27043045895327256,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,500,0.005135108199685646,0.25,0.25167892039658524,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,500,0.005214631430835788,0.23,0.2283221805475536,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,500,0.005274479860720147,0.21,0.2105074098786054,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,500,0.005356604690897724,0.19,0.18573085959251268,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,1000,0.005086992494393486,0.27,0.2656366825114955,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,1000,0.005136675815873641,0.25,0.25122196438001776,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,1000,0.005209569016862996,0.23,0.22981975765083018,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,1000,0.005280471607483875,0.21,0.20871268256573183,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,1000,0.005346047244442915,0.19,0.18893741737725145,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,2000,0.0050863185929606565,0.27,0.2658312397915146,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,2000,0.0051330572990179926,0.25,0.2522765419715497,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,2000,0.005195903729701457,0.23,0.2338549975569959,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,2000,0.005271858321973907,0.21,0.21129200708200746,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,2000,0.005343625717245,0.19,0.1896720032152044,614
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,100,0.00532447506023103,0.24,0.23546863065583945,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,100,0.005333475993109301,0.23,0.2328815917513818,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,100,0.0054331957241896605,0.2,0.20392787741364848,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,100,0.005446865343054009,0.2,0.1999170917491756,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,100,0.005562375184253554,0.17,0.16562309816538678,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,500,0.005313043893487139,0.24,0.23874786626961297,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,500,0.005331759677256631,0.23,0.23337523066247656,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,500,0.005397001558684519,0.21,0.21449889148777945,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,500,0.005435868744516051,0.2,0.2031443825724386,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,500,0.005533768865808314,0.17,0.1741831376961317,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,1000,0.005311722667863639,0.24,0.2391264292131442,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,1000,0.005333741884280058,0.23,0.23280510313636704,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,1000,0.005386654608939291,0.22,0.21750787693377582,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,1000,0.005448282854255132,0.2,0.19950060483887133,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,1000,0.005535348922502952,0.17,0.17371147949046517,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,2,2000,0.005305830621062504,0.24,0.2408134962986771,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,3,2000,0.00533427314485809,0.23,0.2326522645808169,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,4,2000,0.005387648042223109,0.22,0.21721922824270012,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,5,2000,0.0054547338591146065,0.2,0.19760383007798832,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.8,6,2000,0.005545264510642285,0.17,0.1707485317022306,409
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,100,0.0054725323931245325,0.16,0.1646594494006931,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,100,0.005520661209434892,0.15,0.14990184244363236,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,100,0.0056578679175006644,0.11,0.10712124062395267,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,100,0.005779221142221392,0.07,0.06840851882250631,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,100,0.005883354648740631,0.03,0.03453409989230438,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,500,0.005479350747574489,0.16,0.16257661252714217,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,500,0.005514343277565423,0.15,0.15184646059293894,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,500,0.005629175612114322,0.12,0.11615425137027857,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,500,0.005712922285926806,0.09,0.089660232521236,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,500,0.005814476461207453,0.06,0.05700776680172781,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,1000,0.005473814864855782,0.16,0.16426788436527362,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,1000,0.005532403417589618,0.15,0.14628175245371988,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,1000,0.005614884589150044,0.12,0.12063626694785468,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,1000,0.005723493893197605,0.09,0.08628799734259407,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,1000,0.005822491277018778,0.05,0.054406288194354335,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,2,2000,0.005481718246093545,0.16,0.1618527943092083,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,3,2000,0.005531634157362589,0.15,0.14651914867569316,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,4,2000,0.005619863993804433,0.12,0.11907589669855922,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,5,2000,0.005722401941652047,0.09,0.0866366075015923,205
k,"clay,sand,silt,mean_annual_air_temp_c,mean_precip",0.9,6,2000,0.005830781682096642,0.05,0.05171158738547332,205
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,100,0.005084974029093877,0.24,0.24135126781476257,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,100,0.00515284817558374,0.22,0.22096323975657683,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,100,0.005218951152227964,0.2,0.2008473901522927,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,100,0.005290550215559677,0.18,0.17876974697248948,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,100,0.005398404025360262,0.14,0.1449450459483248,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,500,0.005066390205476899,0.25,0.24688633304801133,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,500,0.005114397383651203,0.23,0.23254627815608186,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,500,0.0051675949559934105,0.22,0.2164978557092596,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,500,0.0052472265140342715,0.19,0.1921645954700718,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,500,0.005334423002883916,0.17,0.16509288925319665,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,1000,0.005057890302828117,0.25,0.24941121675110267,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,1000,0.0051037181899778695,0.24,0.23574791840779352,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,1000,0.00516915015526285,0.22,0.2160261912973891,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,1000,0.0052518150648845794,0.19,0.19075111939256162,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,1000,0.00532611908228821,0.17,0.16769021089809688,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,2,2000,0.005050311029340694,0.25,0.25165905325562776,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,3,2000,0.005105665948637628,0.24,0.23516447606173962,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,4,2000,0.005168233044250764,0.22,0.21630435200459808,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,5,2000,0.005242297689300573,0.19,0.1936815145802233,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.6,6,2000,0.0053189751104376895,0.17,0.1699214828250356,818
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,100,0.005128489478269221,0.25,0.253606722736757,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,100,0.005139167161026852,0.25,0.2504954568166341,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,100,0.0052530188928581086,0.22,0.21691896358164442,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,100,0.00528064115753207,0.21,0.20866186704519185,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,100,0.005425005810006276,0.16,0.16480247888289135,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,500,0.005099162907177456,0.26,0.26211861323315677,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,500,0.005139758280302484,0.25,0.25032302729686784,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,500,0.005205482641197032,0.23,0.23102753950144317,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,500,0.0052752005073222795,0.21,0.21029166006641853,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,500,0.005366908650870738,0.18,0.18259519183205908,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,1000,0.005097249409172263,0.26,0.26267230005116327,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,3,1000,0.005134636920337703,0.25,0.25181626982468064,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,4,1000,0.005203441536608421,0.23,0.23163045977210472,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,5,1000,0.005275673124257971,0.21,0.210150150277578,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,6,1000,0.005355524393744548,0.19,0.18605926311779153,614
k,"nitrogen,sand,silt,mean_annual_air_temp_c,mean_precip",0.7,2,2000,0.005098167439577541,0.26,0.262406686129697,614
