"","objectid","paper","doi","tea_type","tea_brand","inventory_id","site_name","region_or_state","longitude","latitude","ecosystem_type_reported","ecosystem_zone","tai","tai_position","koppen_geiger_climate_class","soil_depth_cm","in_8cm_depth_range_5_10_cm","length_of_incubation_days","start_of_experiment","end_of_experiment","in_90_day_range_76_104_days","k","s","salinity_psu","elevation_meters","bulk_density_0_5cm","bulk_density_5_15cm","cation_exchange_capacity_0_5","cation_exchange_capacity_5_15","course_fragments_volumetric","clay","nitrogen","organic_carbon_density","organic_carbon_stock","p_h","sand","silt","soil_organic_carbon_content","water_content_10kpa","water_content_33kpa","water_content_1500kpa","total_nemotode_per100g","total_nemotode_per_square_meter","mean_annual_air_temp_c","temp_month_1","temp_month_2","temp_month_3","temp_month_4","temp_month_5","temp_month_6","temp_month_7","temp_month_8","temp_month_9","temp_month_10","temp_month_11","temp_month_12","mean_annual_precip_mm","precip_month_1","precip_month_2","precip_month_3","precip_month_4","precip_month_5","precip_month_6","precip_month_7","precip_month_8","precip_month_9","precip_month_10","precip_month_11","precip_month_12","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","Category"
"967",967,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1524,788,NA,12.45416641,45.47916794,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.004666777,0.307919183,NA,1,127,138.6666718,289.5714417,260.2857056,117.2857132,371.1428528,600.8571167,574,55.8571434,74.2857132,195.5714264,433.2857056,673.222229,404,341.2857056,182.7142792,4496.73584,8867563,13.1499999170833,3.200000048,4.599999905,8.300000191,12.19999981,17.29999924,20.79999924,23.29999924,23.10000038,19.10000038,13.80000019,8.100000381,4,762,53,43,51,68,68,76,58,66,72,80,71,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"968",968,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1525,789,NA,12.45416641,45.47916794,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.001067699,0.270539518,NA,1,127,138.6666718,289.5714417,260.2857056,117.2857132,371.1428528,600.8571167,574,55.8571434,74.2857132,195.5714264,433.2857056,673.222229,404,341.2857056,182.7142792,4496.73584,8867563,13.1499999170833,3.200000048,4.599999905,8.300000191,12.19999981,17.29999924,20.79999924,23.29999924,23.10000038,19.10000038,13.80000019,8.100000381,4,762,53,43,51,68,68,76,58,66,72,80,71,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"969",969,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1526,790,NA,-69.16249848,48.14583206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.004549816,0.652357116,NA,0,117.5862045,127.2068939,273.5862122,207.3103485,81.51724243,261.6551819,659.0689697,492.4827576,63.58620834,55.6896553,401.6551819,336.8275757,843.4827881,401.241394,345.1034546,154.0344849,6451.591797,9796742,3.13530715325,-12.32368374,-10.79736805,-5.031579018,2.031579018,8.518421173,13.99473667,16.94736862,16.13684273,11.53684235,5.702631474,-0.676315784,-8.415789604,983.4,83.9,67.2,71.1,64,93.8,89,96.5,86.6,85.1,88.1,80.8,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"970",970,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1527,791,NA,-69.16249848,48.14583206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.002638521,0.391984867,NA,0,117.5862045,127.2068939,273.5862122,207.3103485,81.51724243,261.6551819,659.0689697,492.4827576,63.58620834,55.6896553,401.6551819,336.8275757,843.4827881,401.241394,345.1034546,154.0344849,6451.591797,9796742,3.13530715325,-12.32368374,-10.79736805,-5.031579018,2.031579018,8.518421173,13.99473667,16.94736862,16.13684273,11.53684235,5.702631474,-0.676315784,-8.415789604,983.4,83.9,67.2,71.1,64,93.8,89,96.5,86.6,85.1,88.1,80.8,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"971",971,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1528,792,NA,5.904166698,53.38750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.018492712,0.162119636,NA,1,99.3611145,108.8333359,307.055542,262.4166565,67.6111145,301.777771,584.888916,487.055542,58.80555725,69.19444275,242.25,456.0833435,873.5,464.25,403.194458,152.222229,2730.174805,5392095,8.92499997216667,2.099999905,2.099999905,4.599999905,7.199999809,11.39999962,14,16.10000038,16.5,13.80000019,10,6,3.299999952,814,68,47,59,40,51,66,75,67,83,84,94,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"972",972,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1529,793,NA,5.904166698,53.38750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.014061167,0.246076775,NA,1,99.3611145,108.8333359,307.055542,262.4166565,67.6111145,301.777771,584.888916,487.055542,58.80555725,69.19444275,242.25,456.0833435,873.5,464.25,403.194458,152.222229,2730.174805,5392095,8.92499997216667,2.099999905,2.099999905,4.599999905,7.199999809,11.39999962,14,16.10000038,16.5,13.80000019,10,6,3.299999952,814,68,47,59,40,51,66,75,67,83,84,94,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"973",973,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1530,794,NA,7.720833302,53.76250076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.008439073,0.601420681,NA,2,92,114,281,253,85,237,594,490,63,68,375,388,883,477,382,143,3700.408691,6655185,9.00833339458333,1.799999952,1.899999976,4.400000095,7.199999809,11.60000038,14.5,16.70000076,16.79999924,14,10.10000038,5.900000095,3.200000048,762,64,42,57,42,49,65,68,62,80,76,85,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"974",974,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1531,795,NA,7.720833302,53.76250076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.003605485,0.311628503,NA,2,92,114,281,253,85,237,594,490,63,68,375,388,883,477,382,143,3700.408691,6655185,9.00833339458333,1.799999952,1.899999976,4.400000095,7.199999809,11.60000038,14.5,16.70000076,16.79999924,14,10.10000038,5.900000095,3.200000048,762,64,42,57,42,49,65,68,62,80,76,85,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"975",975,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1532,796,NA,8.887499809,53.97916794,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.025066897,0.200441934,NA,2,100.7777786,121.8055573,330.2000122,245.7250061,78.25,289.5,562.3499756,554.2000122,75.15000153,63.79999924,367.3999939,343.1000061,890.694458,486.25,393.0249939,166.5,3391.489014,5782489,8.75833343441666,1.200000048,1.399999976,4,7.099999905,11.80000019,14.80000019,16.79999924,16.70000076,13.60000038,9.600000381,5.300000191,2.799999952,798,63,40,52,44,51,76,74,69,88,85,83,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"976",976,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1533,797,NA,8.887499809,53.97916794,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.013681997,0.114610955,NA,2,100.7777786,121.8055573,330.2000122,245.7250061,78.25,289.5,562.3499756,554.2000122,75.15000153,63.79999924,367.3999939,343.1000061,890.694458,486.25,393.0249939,166.5,3391.489014,5782489,8.75833343441666,1.200000048,1.399999976,4,7.099999905,11.80000019,14.80000019,16.79999924,16.70000076,13.60000038,9.600000381,5.300000191,2.799999952,798,63,40,52,44,51,76,74,69,88,85,83,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"977",977,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1534,798,NA,18.50416756,54.62083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.014235706,0.173294116,NA,4,108,126,324,192,74,225,761,519,57,60,369,407,727,504,396,156,4544.932617,8092252.5,8.07500017858333,-0.400000006,-0.300000012,2.5,6.199999809,11.10000038,14.80000019,17.20000076,17.20000076,13.5,9.300000191,4.400000095,1.399999976,621,40,30,32,35,46,62,73,66,69,61,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"978",978,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1535,799,NA,8.837499619,54.63750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.016812839,0.203938243,NA,3,101,116,298,252,89,251,589,490,49,63,444,305,955,453,397,159,2567.797852,4575816,8.47500000408333,1.299999952,1.200000048,3.5,6.599999905,11.19999981,14.19999981,16.20000076,16.39999962,13.39999962,9.600000381,5.300000191,2.799999952,818,64,42,49,43,48,63,75,85,84,93,97,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"979",979,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1536,800,NA,8.837499619,54.63750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.015123806,-0.069581349,NA,3,101,116,298,252,89,251,589,490,49,63,444,305,955,453,397,159,2567.797852,4575816,8.47500000408333,1.299999952,1.200000048,3.5,6.599999905,11.19999981,14.19999981,16.20000076,16.39999962,13.39999962,9.600000381,5.300000191,2.799999952,818,64,42,49,43,48,63,75,85,84,93,97,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"980",980,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1575,915,NA,-0.512499988,44.71250153,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.009839954,0.183485974,NA,14,130,142,327.9411621,204.6617584,108.4264679,240.6617584,676.3970337,504.9264832,55.57352829,63.02941132,452.4411621,306.7941284,609,349.0882263,310.5294189,144.0882416,1091.868286,2257437.75,12.8666665161667,5.800000191,7.099999905,9.199999809,11.39999962,15.19999981,18,20.39999962,20.29999924,17.60000038,13.69999981,9,6.699999809,896,86,77,66,71,73,60,47,56,78,84,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"981",981,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1576,916,NA,-68.34583282,-54.50416565,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,29,8,"YES",90,"NA","NA","YES",0.02362769,0.351400252,NA,537,67,78,387,326,146,239,1170,702,121,58,442,319,1927,454,387,174,6242.92627,8955478,3.44166664975,7.599999905,7.300000191,5.699999809,3.700000048,1.299999952,-0.699999988,-0.899999976,-0.100000001,1.5,3.700000048,5.5,6.699999809,488,41,41,46,46,43,48,40,33,29,35,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"982",982,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1577,917,NA,-68.34583282,-54.50416565,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,29,8,"YES",90,"NA","NA","YES",0.024510807,0.370595678,NA,537,67,78,387,326,146,239,1170,702,121,58,442,319,1927,454,387,174,6242.92627,8955478,3.44166664975,7.599999905,7.300000191,5.699999809,3.700000048,1.299999952,-0.699999988,-0.899999976,-0.100000001,1.5,3.700000048,5.5,6.699999809,488,41,41,46,46,43,48,40,33,29,35,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"983",983,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1578,918,NA,151.1374969,-33.87083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.006164739,0.59346829,NA,3,101,104,258,239,65,224,360,464,59,56,560,216,611,342,273,117,879.4525146,1801118.75,18.0833333333333,23,23.10000038,21.60000038,18.89999962,15.89999962,13,12.10000038,13.30000019,15.69999981,18.20000076,19.89999962,22.29999924,1114,122,120,137,110,90,99,60,73,63,76,90,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"984",984,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1580,920,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.408369535,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"985",985,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1581,921,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.01289281,0.401514026,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"986",986,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1582,922,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.013765602,0.326103422,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"987",987,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1583,923,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.018033108,0.463213611,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"988",988,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1584,924,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.012163961,0.353525459,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"989",989,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1585,925,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.021596834,0.428936063,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"990",990,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1586,926,NA,138.9375,35.12083435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.008602093,0.524913196,NA,67,108.6279068,112.1860428,240.0930176,203.720932,105.0697708,319.325592,445.441864,616.9534912,71.81395721,53.6976738,371.3721008,309.4186096,642.3953247,439.4186096,373.8604736,179.0465088,2092.543213,3915148.25,15.8416666193333,5.800000191,6.199999809,9.100000381,14.30000019,18.5,21.79999924,25.29999924,26.70000076,23.29999924,18,13,8.100000381,1823,68,83,145,160,164,242,193,219,222,160,107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"991",991,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1587,927,NA,-77.4375,37.53749847,"Temperate Grassland","Temperate Grassland",NA,NA,14,8,"YES",90,"NA","NA","YES",0.03972779,0.463213611,NA,28,130.5714264,144.5714264,217.9285736,103.7857132,53.8571434,204.7857208,443.7857056,439.9285583,48.1428566,52.1428566,424.0714417,371.2142944,646.8571167,349.8571472,301.9285583,127.5,1418.605957,2867002.75,14.9583332938333,2.900000095,4.800000191,9.300000191,14.60000038,19.60000038,24.10000038,26.29999924,25.29999924,21.89999962,15.5,10,5.199999809,1094,90,80,98,78,101,86,105,106,97,88,83,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"992",992,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1589,931,NA,16.41250038,41.27083206,"Mediterranean Forest","Mediterranean Forest",NA,NA,7,8,"YES",90,"NA","NA","YES",0.03816089,0.171854459,NA,11,129.4411774,141.5,255.5483856,234.709671,107.6128998,329.0322571,296,380.1612854,35.87096786,76,251.7419281,419.0967712,377.6764832,375.9677429,337.1612854,180,1112.181519,2298323,16.2916667458333,9.600000381,8.899999619,10.89999962,13.60000038,18.20000076,22.20000076,24.70000076,24.79999924,21.39999962,17.39999962,13,10.80000019,469,45,45,38,36,30,22,22,24,46,54,61,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"993",993,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1590,932,NA,16.41250038,41.27083206,"Mediterranean Forest","Mediterranean Forest",NA,NA,7,8,"YES",90,"NA","NA","YES",NA,0.230126289,NA,11,129.4411774,141.5,255.5483856,234.709671,107.6128998,329.0322571,296,380.1612854,35.87096786,76,251.7419281,419.0967712,377.6764832,375.9677429,337.1612854,180,1112.181519,2298323,16.2916667458333,9.600000381,8.899999619,10.89999962,13.60000038,18.20000076,22.20000076,24.70000076,24.79999924,21.39999962,17.39999962,13,10.80000019,469,45,45,38,36,30,22,22,24,46,54,61,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"994",994,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1591,933,NA,16.41250038,41.27083206,"Mediterranean Forest","Mediterranean Forest",NA,NA,7,8,"YES",90,"NA","NA","YES",0.028223846,0.186251029,NA,11,129.4411774,141.5,255.5483856,234.709671,107.6128998,329.0322571,296,380.1612854,35.87096786,76,251.7419281,419.0967712,377.6764832,375.9677429,337.1612854,180,1112.181519,2298323,16.2916667458333,9.600000381,8.899999619,10.89999962,13.60000038,18.20000076,22.20000076,24.70000076,24.79999924,21.39999962,17.39999962,13,10.80000019,469,45,45,38,36,30,22,22,24,46,54,61,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"995",995,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1592,934,NA,15.53750038,45.49583435,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",NA,0.051883044,NA,112,122.173912,135.2318878,233,195,53,267,654,462,55,58,329,404,619.8985596,401,291,165,1558.724365,2972487.25,11.13333339975,0.800000012,2.700000048,7,11,15.80000019,19,20.89999962,20.5,16.70000076,11.5,5.800000191,1.899999976,1047,61,57,72,83,86,103,99,97,100,103,105,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"996",996,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1598,940,NA,-0.254166663,51.45416641,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",NA,0.230126289,NA,17,104.3199997,115,291.8076782,192.7307739,136.7307739,255.615387,672.6153564,646.6923218,70.92308044,56.65384674,385.384613,358.9615479,1007.200012,454.2307739,371.4615479,179.5,3611.683838,7172804,10.6583331829167,4.900000095,4.900000095,6.900000095,8.899999619,12.39999962,15.39999962,17.79999924,17.5,14.69999981,11.19999981,7.5,5.800000191,618,61,38,46,44,48,54,42,49,56,61,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"997",997,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1599,941,NA,-0.254166663,51.45416641,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.007069427,0.230126289,NA,17,104.3199997,115,291.8076782,192.7307739,136.7307739,255.615387,672.6153564,646.6923218,70.92308044,56.65384674,385.384613,358.9615479,1007.200012,454.2307739,371.4615479,179.5,3611.683838,7172804,10.6583331829167,4.900000095,4.900000095,6.900000095,8.899999619,12.39999962,15.39999962,17.79999924,17.5,14.69999981,11.19999981,7.5,5.800000191,618,61,38,46,44,48,54,42,49,56,61,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"998",998,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1600,942,NA,5.837500095,51.87916565,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.000182632,0.406998433,NA,8,102,109,272,201,51,274,401,499,65,60,341,384,612,441,376,158,2496.865479,5114829,9.87500003941667,2.799999952,3,5.900000095,8.399999619,12.89999962,15.60000038,17.70000076,17.60000038,14.39999962,10.30000019,6.099999905,3.799999952,776,69,48,66,46,60,74,67,57,71,68,74,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"999",999,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",1601,943,NA,5.120833397,52.10416794,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.008708669,0.360380969,NA,5,96.22856903,108.228569,293.487793,273.0975647,61.658535,301.6829224,564.512207,496,69.73170471,61.43902588,371.9024353,326.3414612,835.8571167,457.26828,382.7804871,146.36586,3603.083984,7229588,9.9500000475,2.900000095,3.099999905,5.900000095,8.5,13,15.60000038,17.70000076,17.5,14.39999962,10.39999962,6.400000095,4,809,68,51,65,46,61,71,73,60,74,79,83,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
