dep,predictors,proportion,m_try,ntree,rmse,r2,n_test
k,nitrogen,0.6,2,2000,5.15209910626229e-4,1,1000
k,sand,0.6,2,2000,5.518178447826078e-4,0.99,1000
k,silt,0.6,2,2000,4.6708969706517507e-4,1,1000
k,mean_annual_air_temp_c,0.6,2,2000,4.509867591267493e-4,1,1000
k,mean_precip,0.6,2,2000,4.5582392640607463e-4,1,1000
k,clay,0.6,3,2000,5.166406641016382e-4,1,1000
k,nitrogen,0.6,3,2000,5.15209910626229e-4,1,1000
k,sand,0.6,3,2000,5.518178447826078e-4,0.99,1000
k,silt,0.6,3,2000,4.6708969706517507e-4,1,1000
k,mean_annual_air_temp_c,0.6,3,2000,4.509867591267493e-4,1,1000
k,mean_precip,0.6,3,2000,4.5582392640607463e-4,1,1000
k,clay,0.6,4,2000,5.166406641016382e-4,1,1000
k,nitrogen,0.6,4,2000,5.15209910626229e-4,1,1000
k,sand,0.6,4,2000,5.518178447826078e-4,0.99,1000
k,silt,0.6,4,2000,4.6708969706517507e-4,1,1000
k,mean_annual_air_temp_c,0.6,4,2000,4.509867591267493e-4,1,1000
k,mean_precip,0.6,4,2000,4.5582392640607463e-4,1,1000
k,clay,0.6,5,2000,5.166406641016382e-4,1,1000
k,nitrogen,0.6,5,2000,5.15209910626229e-4,1,1000
k,sand,0.6,5,2000,5.518178447826078e-4,0.99,1000
k,silt,0.6,5,2000,4.6708969706517507e-4,1,1000
k,mean_annual_air_temp_c,0.6,5,2000,4.509867591267493e-4,1,1000
k,mean_precip,0.6,5,2000,4.5582392640607463e-4,1,1000
k,clay,0.6,6,2000,5.166406641016382e-4,1,1000
k,nitrogen,0.6,6,2000,5.15209910626229e-4,1,1000
k,sand,0.6,6,2000,5.518178447826078e-4,0.99,1000
k,silt,0.6,6,2000,4.6708969706517507e-4,1,1000
k,mean_annual_air_temp_c,0.6,6,2000,4.509867591267493e-4,1,1000
k,mean_precip,0.6,6,2000,4.5582392640607463e-4,1,1000
k,clay,0.7,2,100,5.837418816987812e-4,0.99,1000
k,nitrogen,0.7,2,100,5.890427878386145e-4,0.99,1000
k,sand,0.7,2,100,6.025020043090248e-4,0.99,1000
k,silt,0.7,2,100,5.439912105274014e-4,1,1000
k,mean_annual_air_temp_c,0.7,2,100,5.245029785835018e-4,1,1000
k,mean_precip,0.7,2,100,4.94666051201818e-4,1,1000
k,clay,0.7,3,100,5.837418816987812e-4,0.99,1000
k,nitrogen,0.7,3,100,5.890427878386145e-4,0.99,1000
k,sand,0.7,3,100,6.025020043090248e-4,0.99,1000
k,silt,0.7,3,100,5.439912105274014e-4,1,1000
k,mean_annual_air_temp_c,0.7,3,100,5.245029785835018e-4,1,1000
k,mean_precip,0.7,3,100,4.94666051201818e-4,1,1000
k,clay,0.7,4,100,5.837418816987812e-4,0.99,1000
k,nitrogen,0.7,4,100,5.890427878386145e-4,0.99,1000
k,sand,0.7,4,100,6.025020043090248e-4,0.99,1000
k,silt,0.7,4,100,5.439912105274014e-4,1,1000
k,mean_annual_air_temp_c,0.7,4,100,5.245029785835018e-4,1,1000
k,mean_precip,0.7,4,100,4.94666051201818e-4,1,1000
k,clay,0.7,5,100,5.837418816987812e-4,0.99,1000
k,nitrogen,0.7,5,100,5.890427878386145e-4,0.99,1000
k,sand,0.7,5,100,6.025020043090248e-4,0.99,1000
k,silt,0.7,5,100,5.439912105274014e-4,1,1000
k,mean_annual_air_temp_c,0.7,5,100,5.245029785835018e-4,1,1000
k,mean_precip,0.7,5,100,4.94666051201818e-4,1,1000
k,clay,0.7,6,100,5.837418816987812e-4,0.99,1000
k,nitrogen,0.7,6,100,5.890427878386145e-4,0.99,1000
k,sand,0.7,6,100,6.025020043090248e-4,0.99,1000
k,silt,0.7,6,100,5.439912105274014e-4,1,1000
k,mean_annual_air_temp_c,0.7,6,100,5.245029785835018e-4,1,1000
k,mean_precip,0.7,6,100,4.94666051201818e-4,1,1000
k,clay,0.7,2,500,5.966887662477441e-4,0.99,1000
k,nitrogen,0.7,2,500,6.030967558370662e-4,0.99,1000
k,sand,0.7,2,500,6.423462346364883e-4,0.99,1000
k,silt,0.7,2,500,5.374049234449513e-4,1,1000
k,mean_annual_air_temp_c,0.7,2,500,4.956567087521142e-4,1,1000
k,mean_precip,0.7,2,500,5.137366833436347e-4,1,1000
k,clay,0.7,3,500,5.966887662477441e-4,0.99,1000
k,nitrogen,0.7,3,500,6.030967558370662e-4,0.99,1000
k,sand,0.7,3,500,6.423462346364883e-4,0.99,1000
k,silt,0.7,3,500,5.374049234449513e-4,1,1000
k,mean_annual_air_temp_c,0.7,3,500,4.956567087521142e-4,1,1000
k,mean_precip,0.7,3,500,5.137366833436347e-4,1,1000
k,clay,0.7,4,500,5.966887662477441e-4,0.99,1000
k,nitrogen,0.7,4,500,6.030967558370662e-4,0.99,1000
k,sand,0.7,4,500,6.423462346364883e-4,0.99,1000
k,silt,0.7,4,500,5.374049234449513e-4,1,1000
k,mean_annual_air_temp_c,0.7,4,500,4.956567087521142e-4,1,1000
k,mean_precip,0.7,4,500,5.137366833436347e-4,1,1000
k,clay,0.7,5,500,5.966887662477441e-4,0.99,1000
k,nitrogen,0.7,5,500,6.030967558370662e-4,0.99,1000
k,sand,0.7,5,500,6.423462346364883e-4,0.99,1000
k,silt,0.7,5,500,5.374049234449513e-4,1,1000
k,mean_annual_air_temp_c,0.7,5,500,4.956567087521142e-4,1,1000
k,mean_precip,0.7,5,500,5.137366833436347e-4,1,1000
k,clay,0.7,6,500,5.966887662477441e-4,0.99,1000
k,nitrogen,0.7,6,500,6.030967558370662e-4,0.99,1000
k,sand,0.7,6,500,6.423462346364883e-4,0.99,1000
k,silt,0.7,6,500,5.374049234449513e-4,1,1000
k,mean_annual_air_temp_c,0.7,6,500,4.956567087521142e-4,1,1000
k,mean_precip,0.7,6,500,5.137366833436347e-4,1,1000
k,clay,0.7,2,1000,6.004159577968228e-4,0.99,1000
k,nitrogen,0.7,2,1000,5.985960220559862e-4,0.99,1000
k,sand,0.7,2,1000,6.470584021586707e-4,0.99,1000
k,silt,0.7,2,1000,5.330336293385481e-4,1,1000
k,mean_annual_air_temp_c,0.7,2,1000,4.994698886556254e-4,1,1000
k,mean_precip,0.7,2,1000,5.219867463074282e-4,1,1000
k,clay,0.7,3,1000,6.004159577968228e-4,0.99,1000
k,nitrogen,0.7,3,1000,5.985960220559862e-4,0.99,1000
k,sand,0.7,3,1000,6.470584021586707e-4,0.99,1000
k,silt,0.7,3,1000,5.330336293385481e-4,1,1000
k,mean_annual_air_temp_c,0.7,3,1000,4.994698886556254e-4,1,1000
k,mean_precip,0.7,3,1000,5.219867463074282e-4,1,1000
k,clay,0.7,4,1000,6.004159577968228e-4,0.99,1000
k,nitrogen,0.7,4,1000,5.985960220559862e-4,0.99,1000
k,sand,0.7,4,1000,6.470584021586707e-4,0.99,1000
k,silt,0.7,4,1000,5.330336293385481e-4,1,1000
k,mean_annual_air_temp_c,0.7,4,1000,4.994698886556254e-4,1,1000
k,mean_precip,0.7,4,1000,5.219867463074282e-4,1,1000
k,clay,0.7,5,1000,6.004159577968228e-4,0.99,1000
k,nitrogen,0.7,5,1000,5.985960220559862e-4,0.99,1000
k,sand,0.7,5,1000,6.470584021586707e-4,0.99,1000
k,silt,0.7,5,1000,5.330336293385481e-4,1,1000
k,mean_annual_air_temp_c,0.7,5,1000,4.994698886556254e-4,1,1000
k,mean_precip,0.7,5,1000,5.219867463074282e-4,1,1000
k,clay,0.7,6,1000,6.004159577968228e-4,0.99,1000
k,nitrogen,0.7,6,1000,5.985960220559862e-4,0.99,1000
k,sand,0.7,6,1000,6.470584021586707e-4,0.99,1000
k,silt,0.7,6,1000,5.330336293385481e-4,1,1000
k,mean_annual_air_temp_c,0.7,6,1000,4.994698886556254e-4,1,1000
k,mean_precip,0.7,6,1000,5.219867463074282e-4,1,1000
k,clay,0.7,2,2000,6.010274740818644e-4,0.99,1000
k,nitrogen,0.7,2,2000,6.078037683790202e-4,0.99,1000
k,sand,0.7,2,2000,6.564893143892101e-4,0.99,1000
k,silt,0.7,2,2000,5.39250833669253e-4,1,1000
k,mean_annual_air_temp_c,0.7,2,2000,5.077361727607252e-4,1,1000
k,mean_precip,0.7,2,2000,5.249845934057525e-4,1,1000
k,clay,0.7,3,2000,6.010274740818644e-4,0.99,1000
k,nitrogen,0.7,3,2000,6.078037683790202e-4,0.99,1000
k,sand,0.7,3,2000,6.564893143892101e-4,0.99,1000
k,silt,0.7,3,2000,5.39250833669253e-4,1,1000
k,mean_annual_air_temp_c,0.7,3,2000,5.077361727607252e-4,1,1000
k,mean_precip,0.7,3,2000,5.249845934057525e-4,1,1000
k,clay,0.7,4,2000,6.010274740818644e-4,0.99,1000
k,nitrogen,0.7,4,2000,6.078037683790202e-4,0.99,1000
k,sand,0.7,4,2000,6.564893143892101e-4,0.99,1000
k,silt,0.7,4,2000,5.39250833669253e-4,1,1000
k,mean_annual_air_temp_c,0.7,4,2000,5.077361727607252e-4,1,1000
k,mean_precip,0.7,4,2000,5.249845934057525e-4,1,1000
k,clay,0.7,5,2000,6.010274740818644e-4,0.99,1000
k,nitrogen,0.7,5,2000,6.078037683790202e-4,0.99,1000
k,sand,0.7,5,2000,6.564893143892101e-4,0.99,1000
k,silt,0.7,5,2000,5.39250833669253e-4,1,1000
k,mean_annual_air_temp_c,0.7,5,2000,5.077361727607252e-4,1,1000
k,mean_precip,0.7,5,2000,5.249845934057525e-4,1,1000
k,clay,0.7,6,2000,6.010274740818644e-4,0.99,1000
k,nitrogen,0.7,6,2000,6.078037683790202e-4,0.99,1000
k,sand,0.7,6,2000,6.564893143892101e-4,0.99,1000
k,silt,0.7,6,2000,5.39250833669253e-4,1,1000
k,mean_annual_air_temp_c,0.7,6,2000,5.077361727607252e-4,1,1000
k,mean_precip,0.7,6,2000,5.249845934057525e-4,1,1000
k,clay,0.8,2,100,6.123253128052931e-4,0.99,1000
k,nitrogen,0.8,2,100,7.368284823841288e-4,0.99,1000
k,sand,0.8,2,100,6.140666938931718e-4,0.99,1000
k,silt,0.8,2,100,6.481623589652543e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,2,100,6.47160709333742e-4,0.99,1000
k,mean_precip,0.8,2,100,6.275601234909789e-4,0.99,1000
k,clay,0.8,3,100,6.123253128052931e-4,0.99,1000
k,nitrogen,0.8,3,100,7.368284823841288e-4,0.99,1000
k,sand,0.8,3,100,6.140666938931718e-4,0.99,1000
k,silt,0.8,3,100,6.481623589652543e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,3,100,6.47160709333742e-4,0.99,1000
k,mean_precip,0.8,3,100,6.275601234909789e-4,0.99,1000
k,clay,0.8,4,100,6.123253128052931e-4,0.99,1000
k,nitrogen,0.8,4,100,7.368284823841288e-4,0.99,1000
k,sand,0.8,4,100,6.140666938931718e-4,0.99,1000
k,silt,0.8,4,100,6.481623589652543e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,4,100,6.47160709333742e-4,0.99,1000
k,mean_precip,0.8,4,100,6.275601234909789e-4,0.99,1000
k,clay,0.8,5,100,6.123253128052931e-4,0.99,1000
k,nitrogen,0.8,5,100,7.368284823841288e-4,0.99,1000
k,sand,0.8,5,100,6.140666938931718e-4,0.99,1000
k,silt,0.8,5,100,6.481623589652543e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,5,100,6.47160709333742e-4,0.99,1000
k,mean_precip,0.8,5,100,6.275601234909789e-4,0.99,1000
k,clay,0.8,6,100,6.123253128052931e-4,0.99,1000
k,nitrogen,0.8,6,100,7.368284823841288e-4,0.99,1000
k,sand,0.8,6,100,6.140666938931718e-4,0.99,1000
k,silt,0.8,6,100,6.481623589652543e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,100,6.47160709333742e-4,0.99,1000
k,mean_precip,0.8,6,100,6.275601234909789e-4,0.99,1000
k,clay,0.8,2,500,5.961665203442982e-4,0.99,1000
k,nitrogen,0.8,2,500,7.527487453112379e-4,0.99,1000
k,sand,0.8,2,500,5.883965605632151e-4,0.99,1000
k,silt,0.8,2,500,6.091573283000035e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,2,500,6.055505671754245e-4,0.99,1000
k,mean_precip,0.8,2,500,5.709139130483467e-4,1,1000
k,clay,0.8,3,500,5.961665203442982e-4,0.99,1000
k,nitrogen,0.8,3,500,7.527487453112379e-4,0.99,1000
k,sand,0.8,3,500,5.883965605632151e-4,0.99,1000
k,silt,0.8,3,500,6.091573283000035e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,3,500,6.055505671754245e-4,0.99,1000
k,mean_precip,0.8,3,500,5.709139130483467e-4,1,1000
k,clay,0.8,4,500,5.961665203442982e-4,0.99,1000
k,nitrogen,0.8,4,500,7.527487453112379e-4,0.99,1000
k,sand,0.8,4,500,5.883965605632151e-4,0.99,1000
k,silt,0.8,4,500,6.091573283000035e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,4,500,6.055505671754245e-4,0.99,1000
k,mean_precip,0.8,4,500,5.709139130483467e-4,1,1000
k,clay,0.8,5,500,5.961665203442982e-4,0.99,1000
k,nitrogen,0.8,5,500,7.527487453112379e-4,0.99,1000
k,sand,0.8,5,500,5.883965605632151e-4,0.99,1000
k,silt,0.8,5,500,6.091573283000035e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,5,500,6.055505671754245e-4,0.99,1000
k,mean_precip,0.8,5,500,5.709139130483467e-4,1,1000
k,clay,0.8,6,500,5.961665203442982e-4,0.99,1000
k,nitrogen,0.8,6,500,7.527487453112379e-4,0.99,1000
k,sand,0.8,6,500,5.883965605632151e-4,0.99,1000
k,silt,0.8,6,500,6.091573283000035e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,500,6.055505671754245e-4,0.99,1000
k,mean_precip,0.8,6,500,5.709139130483467e-4,1,1000
k,clay,0.8,2,1000,5.956269143428984e-4,0.99,1000
k,nitrogen,0.8,2,1000,7.31870847604287e-4,0.99,1000
k,sand,0.8,2,1000,5.870336812942297e-4,0.99,1000
k,silt,0.8,2,1000,6.096868263574297e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,2,1000,6.037467004872805e-4,0.99,1000
k,mean_precip,0.8,2,1000,5.81770913368161e-4,1,1000
k,clay,0.8,3,1000,5.956269143428984e-4,0.99,1000
k,nitrogen,0.8,3,1000,7.31870847604287e-4,0.99,1000
k,sand,0.8,3,1000,5.870336812942297e-4,0.99,1000
k,silt,0.8,3,1000,6.096868263574297e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,3,1000,6.037467004872805e-4,0.99,1000
k,mean_precip,0.8,3,1000,5.81770913368161e-4,1,1000
k,clay,0.8,4,1000,5.956269143428984e-4,0.99,1000
k,nitrogen,0.8,4,1000,7.31870847604287e-4,0.99,1000
k,sand,0.8,4,1000,5.870336812942297e-4,0.99,1000
k,silt,0.8,4,1000,6.096868263574297e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,4,1000,6.037467004872805e-4,0.99,1000
k,mean_precip,0.8,4,1000,5.81770913368161e-4,1,1000
k,clay,0.8,5,1000,5.956269143428984e-4,0.99,1000
k,nitrogen,0.8,5,1000,7.31870847604287e-4,0.99,1000
k,sand,0.8,5,1000,5.870336812942297e-4,0.99,1000
k,silt,0.8,5,1000,6.096868263574297e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,5,1000,6.037467004872805e-4,0.99,1000
k,mean_precip,0.8,5,1000,5.81770913368161e-4,1,1000
k,clay,0.8,6,1000,5.956269143428984e-4,0.99,1000
k,nitrogen,0.8,6,1000,7.31870847604287e-4,0.99,1000
k,sand,0.8,6,1000,5.870336812942297e-4,0.99,1000
k,silt,0.8,6,1000,6.096868263574297e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,1000,6.037467004872805e-4,0.99,1000
k,mean_precip,0.8,6,1000,5.81770913368161e-4,1,1000
k,clay,0.8,2,2000,5.937417247855344e-4,0.99,1000
k,nitrogen,0.8,2,2000,7.300622863175377e-4,0.99,1000
k,sand,0.8,2,2000,5.856537253081464e-4,1,1000
k,silt,0.8,2,2000,6.061743601121178e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,2,2000,6.048224893913481e-4,0.99,1000
k,mean_precip,0.8,2,2000,5.761586434467024e-4,1,1000
k,clay,0.8,3,2000,5.937417247855344e-4,0.99,1000
k,nitrogen,0.8,3,2000,7.300622863175377e-4,0.99,1000
k,sand,0.8,3,2000,5.856537253081464e-4,1,1000
k,silt,0.8,3,2000,6.061743601121178e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,3,2000,6.048224893913481e-4,0.99,1000
k,mean_precip,0.8,3,2000,5.761586434467024e-4,1,1000
k,clay,0.8,4,2000,5.937417247855344e-4,0.99,1000
k,nitrogen,0.8,4,2000,7.300622863175377e-4,0.99,1000
k,sand,0.8,4,2000,5.856537253081464e-4,1,1000
k,silt,0.8,4,2000,6.061743601121178e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,4,2000,6.048224893913481e-4,0.99,1000
k,mean_precip,0.8,4,2000,5.761586434467024e-4,1,1000
k,clay,0.8,5,2000,5.937417247855344e-4,0.99,1000
k,nitrogen,0.8,5,2000,7.300622863175377e-4,0.99,1000
k,sand,0.8,5,2000,5.856537253081464e-4,1,1000
k,silt,0.8,5,2000,6.061743601121178e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,5,2000,6.048224893913481e-4,0.99,1000
k,mean_precip,0.8,5,2000,5.761586434467024e-4,1,1000
k,clay,0.8,6,2000,5.937417247855344e-4,0.99,1000
k,nitrogen,0.8,6,2000,7.300622863175377e-4,0.99,1000
k,sand,0.8,6,2000,5.856537253081464e-4,1,1000
k,silt,0.8,6,2000,6.061743601121178e-4,0.99,1000
k,mean_annual_air_temp_c,0.8,6,2000,6.048224893913481e-4,0.99,1000
k,mean_precip,0.8,6,2000,5.761586434467024e-4,1,1000
k,clay,0.9,2,100,6.223253400264914e-4,0.99,1000
k,nitrogen,0.9,2,100,6.24487048672671e-4,0.99,1000
k,sand,0.9,2,100,6.057899203806165e-4,0.99,1000
k,silt,0.9,2,100,6.100360535452832e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,2,100,5.954418988744727e-4,0.99,1000
k,mean_precip,0.9,2,100,5.779239966019244e-4,0.99,1000
k,clay,0.9,3,100,6.223253400264914e-4,0.99,1000
k,nitrogen,0.9,3,100,6.24487048672671e-4,0.99,1000
k,sand,0.9,3,100,6.057899203806165e-4,0.99,1000
k,silt,0.9,3,100,6.100360535452832e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,3,100,5.954418988744727e-4,0.99,1000
k,mean_precip,0.9,3,100,5.779239966019244e-4,0.99,1000
k,clay,0.9,4,100,6.223253400264914e-4,0.99,1000
k,nitrogen,0.9,4,100,6.24487048672671e-4,0.99,1000
k,sand,0.9,4,100,6.057899203806165e-4,0.99,1000
k,silt,0.9,4,100,6.100360535452832e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,4,100,5.954418988744727e-4,0.99,1000
k,mean_precip,0.9,4,100,5.779239966019244e-4,0.99,1000
k,clay,0.9,5,100,6.223253400264914e-4,0.99,1000
k,nitrogen,0.9,5,100,6.24487048672671e-4,0.99,1000
k,sand,0.9,5,100,6.057899203806165e-4,0.99,1000
k,silt,0.9,5,100,6.100360535452832e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,100,5.954418988744727e-4,0.99,1000
k,mean_precip,0.9,5,100,5.779239966019244e-4,0.99,1000
k,clay,0.9,6,100,6.223253400264914e-4,0.99,1000
k,nitrogen,0.9,6,100,6.24487048672671e-4,0.99,1000
k,sand,0.9,6,100,6.057899203806165e-4,0.99,1000
k,silt,0.9,6,100,6.100360535452832e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,100,5.954418988744727e-4,0.99,1000
k,mean_precip,0.9,6,100,5.779239966019244e-4,0.99,1000
k,clay,0.9,2,500,6.0910952029403e-4,0.99,1000
k,nitrogen,0.9,2,500,6.322727096858815e-4,0.99,1000
k,sand,0.9,2,500,6.042934931976379e-4,0.99,1000
k,silt,0.9,2,500,6.016035709243467e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,2,500,5.89317908291214e-4,0.99,1000
k,mean_precip,0.9,2,500,6.045713967570878e-4,0.99,1000
k,clay,0.9,3,500,6.0910952029403e-4,0.99,1000
k,nitrogen,0.9,3,500,6.322727096858815e-4,0.99,1000
k,sand,0.9,3,500,6.042934931976379e-4,0.99,1000
k,silt,0.9,3,500,6.016035709243467e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,3,500,5.89317908291214e-4,0.99,1000
k,mean_precip,0.9,3,500,6.045713967570878e-4,0.99,1000
k,clay,0.9,4,500,6.0910952029403e-4,0.99,1000
k,nitrogen,0.9,4,500,6.322727096858815e-4,0.99,1000
k,sand,0.9,4,500,6.042934931976379e-4,0.99,1000
k,silt,0.9,4,500,6.016035709243467e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,4,500,5.89317908291214e-4,0.99,1000
k,mean_precip,0.9,4,500,6.045713967570878e-4,0.99,1000
k,clay,0.9,5,500,6.0910952029403e-4,0.99,1000
k,nitrogen,0.9,5,500,6.322727096858815e-4,0.99,1000
k,sand,0.9,5,500,6.042934931976379e-4,0.99,1000
k,silt,0.9,5,500,6.016035709243467e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,500,5.89317908291214e-4,0.99,1000
k,mean_precip,0.9,5,500,6.045713967570878e-4,0.99,1000
k,clay,0.9,6,500,6.0910952029403e-4,0.99,1000
k,nitrogen,0.9,6,500,6.322727096858815e-4,0.99,1000
k,sand,0.9,6,500,6.042934931976379e-4,0.99,1000
k,silt,0.9,6,500,6.016035709243467e-4,0.99,1000
