dep,predictors,proportion,m_try,ntree,rmse,r2,n_test
k,mean_annual_air_temp_c,0.9,6,500,5.89317908291214e-4,0.99,1000
k,mean_precip,0.9,6,500,6.045713967570878e-4,0.99,1000
k,clay,0.9,2,1000,6.120449383907493e-4,0.99,1000
k,nitrogen,0.9,2,1000,6.399683744375337e-4,0.99,1000
k,sand,0.9,2,1000,6.078120678538691e-4,0.99,1000
k,silt,0.9,2,1000,6.041756212268421e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,2,1000,5.930587622331576e-4,0.99,1000
k,mean_precip,0.9,2,1000,5.961370979534196e-4,0.99,1000
k,clay,0.9,3,1000,6.120449383907493e-4,0.99,1000
k,nitrogen,0.9,3,1000,6.399683744375337e-4,0.99,1000
k,sand,0.9,3,1000,6.078120678538691e-4,0.99,1000
k,silt,0.9,3,1000,6.041756212268421e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,3,1000,5.930587622331576e-4,0.99,1000
k,mean_precip,0.9,3,1000,5.961370979534196e-4,0.99,1000
k,clay,0.9,4,1000,6.120449383907493e-4,0.99,1000
k,nitrogen,0.9,4,1000,6.399683744375337e-4,0.99,1000
k,sand,0.9,4,1000,6.078120678538691e-4,0.99,1000
k,silt,0.9,4,1000,6.041756212268421e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,4,1000,5.930587622331576e-4,0.99,1000
k,mean_precip,0.9,4,1000,5.961370979534196e-4,0.99,1000
k,clay,0.9,5,1000,6.120449383907493e-4,0.99,1000
k,nitrogen,0.9,5,1000,6.399683744375337e-4,0.99,1000
k,sand,0.9,5,1000,6.078120678538691e-4,0.99,1000
k,silt,0.9,5,1000,6.041756212268421e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,1000,5.930587622331576e-4,0.99,1000
k,mean_precip,0.9,5,1000,5.961370979534196e-4,0.99,1000
k,clay,0.9,6,1000,6.120449383907493e-4,0.99,1000
k,nitrogen,0.9,6,1000,6.399683744375337e-4,0.99,1000
k,sand,0.9,6,1000,6.078120678538691e-4,0.99,1000
k,silt,0.9,6,1000,6.041756212268421e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,1000,5.930587622331576e-4,0.99,1000
k,mean_precip,0.9,6,1000,5.961370979534196e-4,0.99,1000
k,clay,0.9,2,2000,6.076718193940933e-4,0.99,1000
k,nitrogen,0.9,2,2000,6.309563597991088e-4,0.99,1000
k,sand,0.9,2,2000,6.008545507343883e-4,0.99,1000
k,silt,0.9,2,2000,6.004037069221916e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,2,2000,5.971959969552196e-4,0.99,1000
k,mean_precip,0.9,2,2000,6.002112346422645e-4,0.99,1000
k,clay,0.9,3,2000,6.076718193940933e-4,0.99,1000
k,nitrogen,0.9,3,2000,6.309563597991088e-4,0.99,1000
k,sand,0.9,3,2000,6.008545507343883e-4,0.99,1000
k,silt,0.9,3,2000,6.004037069221916e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,3,2000,5.971959969552196e-4,0.99,1000
k,mean_precip,0.9,3,2000,6.002112346422645e-4,0.99,1000
k,clay,0.9,4,2000,6.076718193940933e-4,0.99,1000
k,nitrogen,0.9,4,2000,6.309563597991088e-4,0.99,1000
k,sand,0.9,4,2000,6.008545507343883e-4,0.99,1000
k,silt,0.9,4,2000,6.004037069221916e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,4,2000,5.971959969552196e-4,0.99,1000
k,mean_precip,0.9,4,2000,6.002112346422645e-4,0.99,1000
k,clay,0.9,5,2000,6.076718193940933e-4,0.99,1000
k,nitrogen,0.9,5,2000,6.309563597991088e-4,0.99,1000
k,sand,0.9,5,2000,6.008545507343883e-4,0.99,1000
k,silt,0.9,5,2000,6.004037069221916e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,2000,5.971959969552196e-4,0.99,1000
k,mean_precip,0.9,5,2000,6.002112346422645e-4,0.99,1000
k,clay,0.9,6,2000,6.076718193940933e-4,0.99,1000
k,nitrogen,0.9,6,2000,6.309563597991088e-4,0.99,1000
k,sand,0.9,6,2000,6.008545507343883e-4,0.99,1000
k,silt,0.9,6,2000,6.004037069221916e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,2000,5.971959969552196e-4,0.99,1000
k,mean_precip,0.9,6,2000,6.002112346422645e-4,0.99,1000
